employeeRef,reasonCode,monthRaw,dayRaw,hoursRaw,ageRaw,serviceYears,disciplinary,hitTarget,workload
17.0,10.0,5.0,4.0,8.0,40.0,17.0,0.0,99.0,237.656
28.0,6.0,5.0,4.0,3.0,28.0,9.0,0.0,99.0,237.656
18.0,10.0,5.0,5.0,8.0,28.0,4.0,0.0,99.0,237.656
25.0,23.0,5.0,5.0,2.0,32.0,8.0,0.0,99.0,237.656
15.0,28.0,5.0,5.0,2.0,40.0,12.0,0.0,99.0,237.656
22.0,27.0,5.0,6.0,2.0,30.0,9.0,0.0,99.0,237.656
10.0,7.0,5.0,2.0,8.0,28.0,3.0,0.0,99.0,237.656
14.0,23.0,5.0,4.0,2.0,34.0,14.0,0.0,99.0,237.656
17.0,25.0,5.0,6.0,8.0,40.0,17.0,0.0,99.0,237.656
14.0,10.0,5.0,6.0,8.0,34.0,14.0,0.0,99.0,237.656
28.0,11.0,5.0,2.0,1.0,28.0,9.0,0.0,99.0,237.656
16.0,7.0,6.0,4.0,8.0,46.0,24.0,0.0,96.0,275.089
22.0,27.0,6.0,4.0,3.0,30.0,9.0,0.0,96.0,275.089
34.0,26.0,6.0,6.0,8.0,37.0,10.0,0.0,96.0,275.089
34.0,10.0,6.0,4.0,8.0,37.0,10.0,0.0,96.0,275.089
23.0,22.0,6.0,5.0,8.0,36.0,11.0,0.0,96.0,275.089
36.0,19.0,6.0,5.0,24.0,50.0,18.0,0.0,96.0,275.089
12.0,19.0,6.0,6.0,8.0,31.0,1.0,0.0,96.0,275.089
22.0,27.0,6.0,6.0,2.0,30.0,9.0,0.0,96.0,275.089
2.0,0.0,6.0,2.0,0.0,48.0,12.0,1.0,96.0,275.089
21.0,0.0,6.0,2.0,0.0,33.0,8.0,1.0,96.0,275.089
36.0,19.0,6.0,5.0,3.0,50.0,18.0,0.0,96.0,275.089
22.0,13.0,6.0,5.0,2.0,30.0,9.0,0.0,96.0,275.089
15.0,28.0,6.0,5.0,2.0,40.0,12.0,0.0,96.0,275.089
22.0,13.0,6.0,2.0,3.0,30.0,9.0,0.0,96.0,275.089
34.0,25.0,6.0,2.0,3.0,37.0,10.0,0.0,96.0,275.089
12.0,22.0,6.0,5.0,8.0,31.0,1.0,0.0,96.0,275.089
34.0,8.0,6.0,6.0,2.0,37.0,10.0,0.0,96.0,275.089
34.0,10.0,6.0,4.0,3.0,37.0,10.0,0.0,96.0,275.089
12.0,22.0,6.0,4.0,3.0,31.0,1.0,0.0,96.0,275.089
5.0,26.0,7.0,4.0,4.0,43.0,13.0,0.0,93.0,264.604
12.0,19.0,7.0,6.0,2.0,31.0,1.0,0.0,93.0,264.604
9.0,6.0,7.0,2.0,8.0,58.0,16.0,0.0,93.0,264.604
34.0,28.0,7.0,2.0,4.0,37.0,10.0,0.0,93.0,264.604
9.0,6.0,7.0,3.0,120.0,58.0,16.0,0.0,93.0,264.604
6.0,22.0,7.0,3.0,16.0,33.0,13.0,0.0,93.0,264.604
34.0,23.0,7.0,4.0,2.0,37.0,10.0,0.0,93.0,264.604
10.0,22.0,7.0,4.0,8.0,28.0,3.0,0.0,93.0,264.604
28.0,22.0,7.0,4.0,8.0,28.0,9.0,0.0,93.0,264.604
13.0,13.0,7.0,2.0,80.0,31.0,12.0,0.0,93.0,264.604
11.0,14.0,7.0,3.0,8.0,33.0,13.0,0.0,93.0,264.604
1.0,11.0,7.0,3.0,4.0,37.0,14.0,0.0,93.0,264.604
4.0,0.0,0.0,3.0,0.0,40.0,13.0,0.0,95.0,271.219
8.0,0.0,0.0,4.0,0.0,39.0,14.0,0.0,95.0,271.219
35.0,0.0,0.0,6.0,0.0,53.0,14.0,0.0,95.0,271.219
